,log2FoldChange,AveExpr,t,pvalue,padj,B
ALPK3,-0.320332177,5.126652072,-1.081796048,0.29451639,0.566381757,-6.023024481
SEPSECS,-0.15585635,4.038906615,-1.081883536,0.294478614,5.66E-01,-5.89E+00
ZDHHC20,-0.222061535,6.61708078,-1.081960109,0.294445554,0.566381757,-6.010624782
PBK,-0.724463446,0.692113686,-1.083133257,0.29393939,0.565812811,-5.239182011
HOOK2,-0.217212866,5.067987876,-1.084094464,0.293525145,5.66E-01,-6.02E+00
HMBOX1,-0.160772179,5.790859451,-1.084543683,0.293331695,0.565293687,-6.037667963
TTC3P1,-0.215899617,3.724691525,-1.084834852,0.293206356,5.65E-01,-5.83E+00
MDGA1,-0.38882424,3.883680069,-1.084969905,0.293148234,0.565107955,-5.861908218
FAHD2CP,-0.258879337,1.749561806,-1.085053019,0.293112468,0.565107955,-5.430772885
MAPKAPK3,-0.269279016,5.804505904,-1.085365791,0.292977906,0.564955116,-6.036709751
GSS,-0.201686233,4.75585374,-1.085682829,0.292841554,5.65E-01,-5.99E+00
ZNF687,-0.168971113,4.798961397,-1.085808894,0.292787348,5.65E-01,-5.99E+00
RPN1,-0.21102356,7.952140411,-1.085907724,0.292744859,0.564763162,-5.905195938
MYO7B,-0.487480421,3.28562206,-1.085946118,0.292728354,0.564763162,-5.737143216
AC004556.1,-2.114708602,-0.249952271,-1.086474285,0.292501367,5.64E-01,-5.09E+00
RP11-124L9.6,-1.216983003,0.035525036,-1.086726314,0.292393099,0.564412063,-5.128003974
DPH6,-0.169014469,4.071025097,-1.086828679,0.292349133,0.564385717,-5.894187198
FLOT1,-0.196691472,6.6994204,-1.087033484,0.292261184,0.564274446,-6.000006525
SIRT3,-0.18279042,3.483962668,-1.08723419,0.292175013,0.564225109,-5.778404845
FTSJ1,-0.182839454,4.591185946,-1.088764745,0.291518502,0.56342488,-5.968970307
AP4E1,-0.138944085,4.539535743,-1.089483347,0.291210641,5.63E-01,-5.96E+00
EIF4G2,-0.173687594,9.529245883,-1.089488795,0.291208308,0.563063699,-5.768007524
SPIN3,-0.183595682,3.310419684,-1.089567553,0.291174581,0.563063699,-5.738737277
FANCB,-0.424514182,1.137546852,-1.089607693,0.291157393,0.563063699,-5.313206912
EMC3,-0.160400299,5.524456001,-1.090457644,0.290793616,0.562841959,-6.029547868
FOPNL,-0.245668594,4.569282075,-1.090509625,0.290771379,0.562841959,-5.964518992
TELO2,-0.216484442,3.943099146,-1.091470637,0.290360493,5.63E-01,-5.87E+00
BP-21264C1.1,-0.387414074,2.329306649,-1.091516383,0.290340945,0.562530017,-5.531703013
ARL6IP1,-0.196609164,6.551536012,-1.091587091,0.290310732,0.562530017,-6.00442351
SLC25A39,-0.19688653,5.255259503,-1.091669657,0.290275454,5.63E-01,-6.02E+00
MFSD14A,-0.222774654,5.722037201,-1.091739216,0.290245737,0.562530017,-6.030237435
ANKRD18EP,-0.255754739,1.867940784,-1.091939803,0.290160054,0.562434356,-5.445311541
DHRS13,-0.349023229,2.84899617,-1.092224611,0.290038426,5.62E-01,-5.64E+00
ACTRT3,-0.386071513,0.879416498,-1.092266526,0.290020529,0.562257142,-5.263474531
IRF5,-0.259581396,4.430477814,-1.09226943,0.290019289,0.562257142,-5.944703858
PNRC2,-0.195359489,6.485718754,-1.092382292,0.289971104,5.62E-01,-6.01E+00
REEP4,-0.268476804,2.919106243,-1.0928546,0.289769521,5.62E-01,-5.65E+00
CGGBP1,-0.193863177,6.17903695,-1.092961262,0.289724011,0.562115913,-6.020660601
PARP16,-0.147543113,3.071005004,-1.093261692,0.289595854,0.561984408,-5.683102703
RAI14,-0.145183491,6.697438938,-1.093371827,0.289548884,0.561951837,-5.993433198
ZNF324,-0.173923221,3.866882679,-1.093581138,0.289459632,5.62E-01,-5.85E+00
NCAPG2,-0.30372068,3.997919266,-1.093921919,0.289314363,0.56181371,-5.873673707
CTBP2,-0.101454643,6.238952995,-1.094655023,0.289002036,0.561494292,-6.016640391
TUBG1,-0.240133452,3.865056538,-1.094843969,0.288921579,0.561494292,-5.847971794
GSK3A,-0.158845936,4.31202862,-1.09488035,0.288906089,0.561494292,-5.924861495
DHX32,-0.235869172,4.924200924,-1.09489977,0.288897821,5.61E-01,-6.00E+00
GRM3,-0.409824011,0.922232118,-1.094915309,0.288891205,0.561494292,-5.268575619
SH3GL1,-0.198794067,5.198345036,-1.09512543,0.288801757,0.561494292,-6.012926736
SCARB2,-0.20832508,8.127804254,-1.0958964,0.288473732,5.61E-01,-5.88E+00
SPATA2L,-0.286892972,3.342655213,-1.095901106,0.288471731,5.61E-01,-5.74E+00
LACTB2,-0.388986601,3.596639286,-1.096163557,0.288360129,0.5610206,-5.79275304
CREBZF,-0.158594511,6.236200079,-1.096442473,0.28824156,5.61E-01,-6.01E+00
TADA2A,-0.148148048,4.21177323,-1.097276358,0.287887285,0.560479994,-5.906826821
TNPO3,-0.137343317,5.846870307,-1.097295706,0.287879069,0.560479994,-6.023725636
GTF2IRD2B,-0.129575023,5.667472049,-1.097863929,0.287637849,5.60E-01,-6.02E+00
TRNP1,-0.373595209,2.76869485,-1.098119642,0.287529343,0.560201387,-5.613650554
RASGRP2,-0.307779393,3.899093781,-1.098257203,0.287470984,5.60E-01,-5.85E+00
ME3,-0.152028608,4.528280214,-1.099219946,0.287062797,0.559978254,-5.95022017
ZNF71,-0.14201779,3.910907749,-1.099297074,0.287030114,0.559978254,-5.851970171
RTP4,-0.432189221,1.992071941,-1.099315091,0.28702248,0.559978254,-5.460425556
RAPGEF3,-0.362160197,4.727500304,-1.099572097,0.286913598,0.559978254,-5.972505355
NDUFA11,-0.166606611,5.277412017,-1.099791391,0.286820716,0.559969271,-6.011723741
LRRC41,-0.135022357,5.980361825,-1.101151127,0.286245295,5.59E-01,-6.017543867
LIPT2,-0.298965504,0.842763956,-1.101798757,0.285971527,5.59E-01,-5.25E+00
MEIS1,-0.258268341,5.8411295,-1.102187323,0.285807363,0.558826791,-6.018559632
GNB1L,-0.216040089,2.750870937,-1.102755605,0.285567398,5.58E-01,-5.61E+00
PSMD7,-0.159956959,5.654467271,-1.102968891,0.285477373,5.58E-01,-6.02E+00
VAMP4,-0.189687093,4.460317451,-1.102982879,0.285471469,5.58E-01,-5.94E+00
ARG2,-0.463570253,2.802707738,-1.103176577,0.285389731,0.558416178,-5.615521527
GMEB1,-0.114449806,4.494023137,-1.103374029,0.285306428,0.558416178,-5.941361953
VAC14,-0.1699416,5.561816282,-1.103548339,0.285232902,0.558416178,-6.016291218
PRR5-ARHGAP8,-0.39062042,0.359620688,-1.103553062,0.28523091,0.558416178,-5.163281187
C1ORF35,-0.16580054,3.197158751,-1.104496345,0.284833268,0.557977072,-5.698631319
TUBA1C,-0.267728143,6.156341226,-1.104728205,0.28473559,5.58E-01,-6.01E+00
FRG1BP,-0.294201003,1.692327677,-1.10518168,0.284544621,5.58E-01,-5.40E+00
DBI,-0.366435411,5.417938452,-1.105307193,0.284491781,0.557718935,-6.01106295
GRWD1,-0.163588584,4.621624429,-1.105754782,0.28430341,5.57E-01,-5.95E+00
CDC42BPA,-0.178427797,7.116909276,-1.105783775,0.284291211,5.57E-01,-5.95E+00
RPL14,-0.260828139,7.543388255,-1.106400736,0.284031717,0.557394061,-5.915917906
GPHN,-0.191611558,4.35817871,-1.106459534,0.284006995,0.557394061,-5.919426013
ZBTB3,-0.16812841,3.516286453,-1.10667468,0.283916552,0.557394061,-5.764847368
NR2F2,-0.332214145,4.979687595,-1.107746941,0.28346611,0.556881078,-5.985731861
AGGF1,-0.195783372,5.371498689,-1.107947122,0.283382074,0.556774744,-6.006712738
ATP10A,-0.317302098,5.608299641,-1.108276704,0.283243758,5.57E-01,-6.01E+00
OR5P3,-0.474629741,-0.133159499,-1.108373638,0.283203087,5.57E-01,-5.08E+00
PFAS,-0.179433795,4.659779272,-1.108743118,0.283048102,5.57E-01,-5.96E+00
TDRP,-0.186472592,4.086195234,-1.10898552,0.282946456,5.57E-01,-5.87E+00
SLC41A1,-0.146736312,5.166547129,-1.109114151,0.282892529,0.556474158,-5.996252511
INPP5B,-0.172219997,5.670709822,-1.109386202,0.282778498,0.556469823,-6.011189019
TMCO4,-0.167602959,4.441122504,-1.109584584,0.282695368,0.55642387,-5.927705109
MPI,-0.130710017,4.646248011,-1.110114105,0.282473565,0.556262997,-5.952504635
DIP2B,-0.136123351,6.330403429,-1.110170356,0.28245001,0.556262997,-5.996125495
CTTN,-0.211134289,7.263184437,-1.110572832,0.282281519,5.56E-01,-5.93E+00
WDR81,-0.188095224,5.674936283,-1.110885574,0.282150646,0.555939503,-6.009601722
DCTPP1,-0.213281705,2.76695415,-1.11202829,0.281672834,5.55E-01,-5.60E+00
FOXN2,-0.268795682,5.46428563,-1.112260733,0.281575714,5.55E-01,-6.00E+00
IL10RB,-0.120618577,5.468864464,-1.112969367,0.281279783,0.554928407,-6.004186891
CDKN2AIPNL,-0.212393231,3.159185096,-1.113124628,0.281214976,5.55E-01,-5.68E+00
LIPG,-0.266571611,5.175282888,-1.113668933,0.280987866,5.55E-01,-5.99E+00
MGAT1,-0.1687123,7.017081641,-1.113801854,0.280932426,0.554536956,-5.948876595
ATP6V1B2,-0.230586346,6.970628348,-1.113949327,0.280870925,0.554536956,-5.952195846
ETFA,-0.206177435,5.423215834,-1.114503858,0.280639759,5.55E-01,-6.00E+00
THNSL1,-0.283982232,2.313627148,-1.114699117,0.280558396,5.55E-01,-5.50E+00
FARSB,-0.210959802,4.448282379,-1.115041862,0.280415618,5.54E-01,-5.92E+00
CCNL2,-0.214933594,6.748899721,-1.115063774,0.280406492,0.55445023,-5.966821502
LANCL2,-0.175355754,3.819664931,-1.115644778,0.28016459,0.554078828,-5.817039959
CPNE8,-0.259116436,4.9173572,-1.116003216,0.280015431,0.553901526,-5.972130261
TSG101,-0.146011237,5.088908235,-1.116515817,0.279802222,5.54E-01,-5.98E+00
TXNDC17,-0.312767811,3.665410863,-1.11668587,0.279731517,0.553516361,-5.785149715
FAM193B,-0.247099209,5.161674936,-1.116742907,0.279707805,0.553516361,-5.987758903
PLAGL2,-0.177217437,4.351041796,-1.116776167,0.279693979,0.553516361,-5.907310023
ENTPD5,-0.14085194,4.540091633,-1.116820683,0.279675474,0.553516361,-5.932855597
SSR1,-0.222665401,7.107748798,-1.116921518,0.279633561,0.553516361,-5.93864704
ARNTL,-0.300278475,4.777457088,-1.117936223,0.279212052,0.552899857,-5.957699428
PLA2G15,-0.277573548,4.592017024,-1.117957326,0.279203291,5.53E-01,-5.94E+00
ACER3,-0.191885382,5.577583093,-1.118034616,0.279171205,5.53E-01,-6.00E+00
GABARAPL1,-0.186455277,6.151912949,-1.118149686,0.279123439,0.552899857,-5.994593873
FKBPL,-0.298992931,1.369614333,-1.118639335,0.278920255,0.552852947,-5.327056822
NRBP2,-0.304174807,4.715867953,-1.118674369,0.278905722,0.552852947,-5.950818006
VRK1,-0.229582661,3.617723895,-1.119039932,0.278754106,5.53E-01,-5.77E+00
COL4A1,-0.37605987,8.877571679,-1.119163793,0.278702749,0.552769024,-5.792868365
ARMC5,-0.173099353,4.032067355,-1.119532758,0.278549804,5.53E-01,-5.85E+00
UPF1,-0.161586761,6.504149795,-1.119588685,0.278526627,0.552587719,-5.977134224
POT1,-0.227989741,4.202897988,-1.119889027,0.278402182,0.55246732,-5.881210874
ACSF2,-0.187782232,5.162961452,-1.119940387,0.278380905,5.52E-01,-5.98E+00
RAN,-0.281899983,6.856600644,-1.120462927,0.278164505,0.552277777,-5.953471937
SMAD4,-0.155502939,6.605973307,-1.120503126,0.278147863,0.552277777,-5.970185436
UBL5,-0.194853646,5.054549099,-1.120581065,0.278115598,0.552277777,-5.977170049
AGBL1,-0.559969978,4.012380521,-1.120858584,0.278000734,0.552277777,-5.847582793
NCOA5,-0.137861311,4.791283784,-1.121117108,0.277893764,5.52E-01,-5.96E+00
FLNA,-0.294923315,10.90938123,-1.121154974,0.277878099,5.52E-01,-5.62E+00
PSMC4,-0.192714095,5.445875428,-1.121252534,0.277837741,5.52E-01,-5.99E+00
MALL,-0.213572796,6.753427092,-1.121253158,0.277837483,0.552168888,-5.959827297
TMEM144,-0.33197184,3.975108983,-1.12158648,0.277699629,0.552077776,-5.840007445
RXFP2,-0.708283854,0.004550151,-1.121651753,0.27767264,0.552077776,-5.090038822
RMI1,-0.254683721,2.987435914,-1.121921437,0.27756115,0.551980998,-5.634979085
JMJD6,-0.189710451,4.569476808,-1.122230421,0.277433455,0.551902244,-5.930609211
TGFBR1,-0.171192779,6.495643678,-1.122599207,0.277281102,0.551764371,-5.974339709
CDC42EP4,-0.183655839,5.499798574,-1.123148212,0.277054412,0.551560789,-5.993918283
RBM12B,-0.150303789,5.089008917,-1.123538729,0.276893248,0.551552424,-5.976186756
PIN1,-0.153714412,4.971267791,-1.127115905,0.275420204,5.50E-01,-5.96E+00
ALG6,-0.244184563,3.608921765,-1.127326873,0.275333513,0.549663128,-5.762098285
EPT1,-0.235415488,5.161940866,-1.127682582,0.275187389,0.549430334,-5.975901627
GRN,-0.323487557,8.238337335,-1.127836963,0.275123988,5.49E-01,-5.84E+00
HIC2,-0.210762695,3.344020734,-1.127877279,0.275107432,5.49E-01,-5.71E+00
COLEC10,-0.457335562,1.363597934,-1.128569831,0.274823163,0.548997531,-5.31577813
ECE2,-0.419858111,2.044380984,-1.128846753,0.274709556,5.49E-01,-5.44E+00
ICAM5,-0.392433855,3.800904509,-1.128936454,0.274672764,0.548814874,-5.799062772
TCOF1,-0.171279729,5.767907067,-1.12900821,0.274643335,0.548814874,-5.990084185
GS1-115G20.2,-0.358348769,0.999351842,-1.129044226,0.274628565,0.548814874,-5.248404802
CCDC14,-0.226239962,6.408132158,-1.129270893,0.274535622,5.49E-01,-5.97E+00
SIGLEC9,-0.290852849,3.707819797,-1.12968737,0.27436491,0.548670874,-5.77982289
RP11-848G14.2,-0.916196507,0.425224436,-1.129953479,0.274255875,5.49E-01,-5.15E+00
DCP1A,-0.134642595,5.285342963,-1.130130596,0.274183321,0.54851175,-5.979307391
MST1R,-0.303448443,4.127551293,-1.130512957,0.27402674,0.548345704,-5.857181283
ACP1,-0.219806411,5.240614101,-1.130653518,0.273969196,5.48E-01,-5.98E+00
GAPVD1,-0.123042872,6.969963857,-1.13134195,0.273687487,5.48E-01,-5.93E+00
RPS15,-0.181433649,7.142840387,-1.131390112,0.273667787,0.548022616,-5.920252177
MTMR6,-0.249345751,5.674948915,-1.131498262,0.273623554,5.48E-01,-5.99E+00
KIAA0355,-0.207522346,6.019345332,-1.131510317,0.273618624,5.48E-01,-5.98E+00
SMARCA5,-0.169015995,7.441877936,-1.131765214,0.273514394,0.548022616,-5.896539812
NELFCD,-0.115161223,5.25009214,-1.131787864,0.273505133,0.548022616,-5.97596511
SPATA5L1,-0.188110994,3.179213584,-1.13210283,0.273376384,0.548022616,-5.665372846
FCGRT,-0.184845913,7.138553283,-1.132633073,0.273159739,5.48E-01,-5.92E+00
COQ6,-0.160921969,3.732578776,-1.132919204,0.273042885,0.547674425,-5.781283461
DPH2,-0.191991681,3.878314615,-1.132964585,0.273024355,0.547674425,-5.809725435
CHIAP2,-0.703817684,2.647613765,-1.133041896,0.272992789,0.547674425,-5.551819997
BRF1,-0.192240947,5.097454039,-1.135255579,0.272090121,5.46E-01,-5.96E+00
PTPN9,-0.123443481,5.268371567,-1.135295683,0.272073789,0.546293108,-5.972936836
EIF3I,-0.204945054,6.064163302,-1.135381728,0.272038749,5.46E-01,-5.98E+00
NDUFAF4,-0.291094756,3.221401151,-1.13540505,0.272029252,5.46E-01,-5.67E+00
RPL6P27,-0.513189645,-0.255371549,-1.136230751,0.271693185,0.54599875,-5.03776903
DNAJB12,-0.166795618,5.438246946,-1.136762331,0.271476992,0.545827377,-5.97750889
RP11-572P18.1,-2.228698476,2.578280843,-1.136790639,0.271465483,5.46E-01,-5.53E+00
RP11-295K3.1,-0.362253946,3.411484763,-1.136921705,0.2714122,5.46E-01,-5.71E+00
MAPK12,-0.195113865,3.372388271,-1.136971655,0.271391895,5.46E-01,-5.70E+00
AADAC,-0.631742221,2.256923515,-1.137195051,0.2713011,0.545817953,-5.470240552
NKIRAS1,-0.188025813,3.454504897,-1.137344847,0.271240231,5.46E-01,-5.72E+00
CCDC142,-0.205897765,3.418746106,-1.137385863,0.271223566,0.545817953,-5.711218198
FGFR2,-0.271895142,6.285460482,-1.137487266,0.271182369,5.46E-01,-5.97E+00
MYNN,-0.199300112,4.703819338,-1.137602519,0.271135551,0.545817953,-5.928955782
AC093838.4,-0.292162812,3.44898258,-1.137623845,0.271126888,0.545817953,-5.717373923
KIAA0196,-0.228490466,5.627221003,-1.138015074,0.270968011,0.545817953,-5.97971465
OBSL1,-0.217706674,5.636995343,-1.138190471,0.270896805,0.545817953,-5.979609641
LYSMD1,-0.20978869,2.572319107,-1.138633717,0.270716923,5.46E-01,-5.53E+00
TRADD,-0.197092324,4.171649524,-1.138978615,0.270577016,0.545720654,-5.855335929
AP1S2,-0.317102876,4.913296711,-1.138986735,0.270573722,5.46E-01,-5.95E+00
RPL37A,-0.262733634,8.226801168,-1.139063478,0.270542599,5.46E-01,-5.82610713
TMED9,-0.198775445,5.981946801,-1.139416514,0.27039946,5.46E-01,-5.98E+00
INAFM1,-0.273792354,2.100989838,-1.139493074,0.270368426,5.46E-01,-5.44E+00
TXNDC16,-0.206178872,3.670777852,-1.140122853,0.270113243,0.545368853,-5.760949521
ANGPT1,-0.294960057,5.991002712,-1.140368493,0.27001376,5.45E-01,-5.97E+00
ZNF830,-0.168766537,3.590420285,-1.140568771,0.269932669,0.545254619,-5.743949415
HEY2,-0.458023421,1.380183343,-1.14057268,0.269931086,5.45E-01,-5.31E+00
EXOSC4,-0.269295726,3.126850001,-1.140619885,0.269911976,0.545254619,-5.644879312
DGCR8,-0.172592403,5.098547831,-1.140778153,0.269847911,5.45E-01,-5.96E+00
BAG6,-0.146473887,6.877330966,-1.141211618,0.269672507,5.45E-01,-5.93E+00
SGPP1,-0.292063562,4.613390417,-1.141410251,0.269592158,0.545024795,-5.914810672
SLC35C1,-0.226421147,4.319358467,-1.141421804,0.269587485,5.45E-01,-5.88E+00
RPL22L1,-0.392772707,3.742465275,-1.141944378,0.269376186,5.45E-01,-5.77E+00
ZNF576,-0.183077701,2.945554291,-1.14241514,0.269185943,0.544580553,-5.604091774
ATRN,-0.16891381,6.364330905,-1.142930382,0.26897784,0.544522386,-5.958897381
MRPL12,-0.230007736,3.452357014,-1.143082607,0.26891638,5.45E-01,-5.71E+00
POLR2D,-0.132650363,4.893698765,-1.143295272,0.268830536,5.44E-01,-5.94E+00
PKIA,-0.318948641,3.218997626,-1.144192509,0.268468584,0.544127507,-5.660916328
SIRPD,-0.498662602,-0.118079655,-1.144425324,0.268374724,0.543996501,-5.049725011
CYHR1,-0.173652984,4.643886129,-1.144604375,0.268302556,0.54390944,-5.914728909
C10ORF54,-0.250088319,6.225254585,-1.144903497,0.268182025,5.44E-01,-5.96E+00
POMT1,-0.216957393,4.458727091,-1.144983415,0.268149829,0.543836717,-5.891598892
CENPBD1,-0.254536286,2.714102004,-1.145201382,0.268062033,0.543717891,-5.552497985
DHX16,-0.145369111,5.122376875,-1.145213046,0.268057335,5.44E-01,-5.95E+00
MTCH2,-0.319311212,4.950563784,-1.145497677,0.267942721,0.543594344,-5.942486909
BARD1,-0.209982956,4.354006448,-1.145656873,0.267878633,0.543582802,-5.876297982
RP11-680G24.4,-0.417794108,1.180685467,-1.146456286,0.267556982,5.43E-01,-5.26E+00
PTK2,-0.145417767,6.783337548,-1.146923054,0.267369307,5.43E-01,-5.93E+00
THOP1,-0.210517569,4.361737975,-1.146981783,0.267345701,0.543003646,-5.875965989
ALDH5A1,-0.200166407,4.565648651,-1.147600776,0.26709699,5.43E-01,-5.90E+00
RP11-544M22.13,-0.305385777,4.684063244,-1.147850806,0.266996577,5.43E-01,-5.92E+00
CHIA,-0.748207238,1.8997126,-1.147939491,0.266960968,0.542548622,-5.393054411
ELF4,-0.17795699,5.0962424,-1.148178873,0.266864868,5.43E-01,-5.95E+00
ATP2B4,-0.208439241,8.105935909,-1.148219226,0.26684867,0.542531001,-5.8258622
HMGXB3,-0.171591121,6.086388346,-1.14904417,0.266517709,0.542002804,-5.962857375
CRAMP1,-0.224488938,4.904678529,-1.149375157,0.266385006,5.42E-01,-5.93E+00
EME2,-0.272416535,4.207587016,-1.149491803,0.266338251,5.42E-01,-5.85E+00
LMNTD2,-0.396974188,2.873788882,-1.150350725,0.265994159,5.42E-01,-5.58E+00
DSC2,-0.186658524,5.325784527,-1.150633427,0.265880979,0.541600013,-5.958385864
PRMT5,-0.192026862,4.782921668,-1.150812435,0.265809332,5.42E-01,-5.92E+00
CD1D,-0.346695057,2.01598342,-1.150816871,0.265807557,0.541600013,-5.411046711
ST3GAL4,-0.199317272,4.706557581,-1.150974206,0.265744596,0.541600013,-5.91450917
GEMIN7,-0.225170465,2.841997762,-1.151468613,0.265546823,5.42E-01,-5.57E+00
AC006994.1,-0.303154907,0.835012907,-1.151819349,0.265406589,0.541517871,-5.195835539
ICMT,-0.227808783,6.12537383,-1.152118715,0.265286937,0.541451773,-5.958232717
LRRC37A16P,-0.167330985,4.689272275,-1.152289237,0.265218801,5.41E-01,-5.91E+00
FBXO9,-0.148303364,5.95362339,-1.152775885,0.26502442,0.541144987,-5.961835554
FUNDC2,-0.172730143,5.271407943,-1.153017841,0.264927816,0.541134104,-5.953507809
FAM72A,-0.516509557,1.105376439,-1.15313542,0.264880881,0.541097605,-5.242952158
NUP160,-0.139693762,5.958669481,-1.15317515,0.264865023,5.41E-01,-5.96E+00
CXORF40A,-0.154568652,3.455333748,-1.153339106,0.264799588,5.41E-01,-5.70E+00
ERBB3,-0.262205556,6.407498319,-1.153381003,0.264782869,0.541097605,-5.945227657
FAM24B,-0.291767865,0.414556989,-1.153712846,0.264650474,0.541097605,-5.122696952
EPM2AIP1,-0.221215181,5.504249821,-1.153914793,0.264569927,0.541097605,-5.960199356
NDUFS1,-0.131681879,6.908255286,-1.154186462,0.264461602,5.41E-01,-5.91E+00
PSMA3,-0.232141975,5.507626587,-1.155263416,0.264032503,5.41E-01,-5.96E+00
CHD1L,-0.181565127,5.290738984,-1.15526434,0.264032136,0.540598815,-5.951821776
RFT1,-0.178503432,4.112202978,-1.156339924,0.263604106,0.540089592,-5.826258346
STX7,-0.209048846,6.72763891,-1.157124627,0.263292163,5.40E-01,-5.92E+00
KHSRP,-0.185944259,6.148958001,-1.157347191,0.263203737,0.539625636,-5.951635998
SUCLG1,-0.177555044,5.210968393,-1.157773296,0.263034507,0.539490952,-5.945373284
PEX19,-0.16047033,5.391251092,-1.157792262,0.263026976,0.539490952,-5.952834341
NBPF11,-0.172941143,4.512790344,-1.157972811,0.262955296,0.539490952,-5.884318556
GATA2,-0.484717341,4.72544868,-1.158013067,0.262939316,0.539490952,-5.908644207
TMOD3,-0.140507169,7.331767604,-1.158148134,0.262885705,0.539490952,-5.876122235
ARHGEF5,-0.296536728,5.131159934,-1.158667325,0.262679703,0.539165397,-5.939999013
ADAP2,-0.268127829,4.708392378,-1.158718256,0.262659501,0.539165397,-5.906101493
CSTF2,-0.174833547,3.741560519,-1.158834972,0.262613211,0.539165397,-5.754701915
BMS1,-0.113034684,6.036602668,-1.159269653,0.262440867,5.39E-01,-5.95E+00
ZNF652,-0.157193721,6.237955964,-1.159674217,0.26228054,5.39E-01,-5.95E+00
ENDOV,-0.227402121,3.753548261,-1.160281829,0.262039885,5.39E-01,-5.76E+00
RP11-958N24.1,-0.318536849,5.265218723,-1.16147223,0.261568889,5.38E-01,-5.94E+00
ABHD3,-0.214700424,3.899004539,-1.161877136,0.261408829,5.38E-01,-5.78E+00
SEC61A1,-0.263490649,7.749544131,-1.161931745,0.261387248,5.38E-01,-5.84E+00
CECR6,-0.490037445,0.489550076,-1.16204591,0.261342134,0.537873298,-5.126527362
ANO5,-0.291321501,3.680410914,-1.163424262,0.260797927,0.537177938,-5.737323011
SCN7A,-0.353592574,7.461213036,-1.163699448,0.260689379,5.37E-01,-5.85980552
BANF1,-0.19176901,3.833741656,-1.164115497,0.260525332,0.536913492,-5.766908401
USE1,-0.164541919,3.643009347,-1.164315534,0.260446486,5.37E-01,-5.73E+00
TMEM56-RWDD3,-0.517631041,0.778204446,-1.164452317,0.260392582,0.536758754,-5.172911162
ABT1,-0.167350431,4.014257833,-1.164513147,0.260368613,0.536758754,-5.800108416
SPINK7,-0.418649969,0.131523072,-1.165211931,0.260093384,0.536405909,-5.066533057
AC068134.10,-0.604404864,-0.092521328,-1.16530401,0.260057134,5.36E-01,-5.03E+00
PPT1,-0.278907249,6.872485084,-1.16535919,0.260035412,0.536405909,-5.902907623
ZNF598,-0.215851469,4.11376251,-1.1655226,0.259971093,0.536405909,-5.816317323
GRB10,-0.293122668,5.681214529,-1.165844465,0.259844439,5.36E-01,-5.95E+00
EGFR,-0.199910425,7.487844918,-1.166181113,0.259712019,0.53609466,-5.854942657
NCAPGP1,-0.337360914,0.444956896,-1.166549564,0.259567147,0.535887991,-5.114644011
CDCA4,-0.265220027,2.893318983,-1.166933751,0.259416153,0.535754505,-5.566353816
ATG16L1,-0.129648535,5.12454609,-1.167029017,0.259378722,0.535736634,-5.930265086
TMEM167B,-0.17772445,5.456807117,-1.16720478,0.259309673,0.535653447,-5.944193741
CDCA4P4,-0.347356679,1.569276733,-1.16737721,0.259241946,5.36E-01,-5.31E+00
ADARB1,-0.386553823,6.077166813,-1.167575186,0.259164203,0.535551433,-5.942444921
RP11-864I4.1,-0.283929375,2.875835579,-1.167791513,0.259079273,5.35E-01,-5.56E+00
KLHDC10,-0.138622605,5.85946546,-1.168430573,0.258828501,0.535193978,-5.945737302
GOLT1B,-0.337253337,4.925556868,-1.168674266,0.258732923,5.35E-01,-5.91E+00
NDUFA8,-0.224551511,3.534279051,-1.16877169,0.25869472,0.535036207,-5.701265033
ACAP3,-0.251955321,5.12281321,-1.168837652,0.258668856,5.35E-01,-5.93E+00
PSMD9,-0.134969401,5.312302886,-1.16893903,0.25862911,0.535019393,-5.937407213
GPR68,-0.389222993,2.831895833,-1.169083186,0.258572601,5.35E-01,-5.55E+00
NSMCE4A,-0.149037193,4.853204278,-1.169288918,0.25849197,0.534854563,-5.908060189
SEC14L4,-0.456044038,3.255029743,-1.169431049,0.258436276,0.534854563,-5.641008408
FSCN2,-0.439675681,0.918514201,-1.17093345,0.257848121,0.533878392,-5.190836039
CBX3,-0.210855839,6.093008947,-1.171436047,0.257651592,5.34E-01,-5.94E+00
FBP1,-0.449401025,6.091276963,-1.171706726,0.257545796,0.533530816,-5.937399862
TTC37,-0.196327773,6.978080206,-1.171862136,0.257485069,0.533482697,-5.887903707
MTX2,-0.231468631,3.849458897,-1.173012783,0.257035781,0.532848341,-5.760044936
BNIP2,-0.200875238,6.703427463,-1.173246545,0.256944577,0.532815461,-5.905696729
PRKAR2A,-0.144634201,6.168658644,-1.174043556,0.256633804,0.532630407,-5.932247184
QSOX2,-0.181188625,4.081827331,-1.174228076,0.256561896,5.33E-01,-5.80E+00
ADORA2A,-0.507041664,2.093728944,-1.17426913,0.256545899,5.33E-01,-5.40E+00
ZNF354C,-0.17333127,3.833926314,-1.17523202,0.256170923,0.532336598,-5.754546939
TRMT1,-0.183409253,4.241386859,-1.175330634,0.256132543,0.532336598,-5.826280336
DNAJC11,-0.166114745,4.89708725,-1.176199602,0.255794537,0.531814954,-5.904011439
CCSER2,-0.195783771,6.542574256,-1.177053141,0.255462862,0.531303389,-5.911379964
SIGLEC5,-0.61358852,1.619808068,-1.177522044,0.25528079,0.531162087,-5.311123146
